CountyName,2021,2022,2023
".Otsego County, Michigan",25138,25351,25644
".Ottawa County, Michigan",296889,298317,300873
".Presque Isle County, Michigan",12997,13173,13361
".Roscommon County, Michigan",23466,23677,23708
".Saginaw County, Michigan",189860,189590,188330
".St. Clair County, Michigan",160375,160384,160151
".St. Joseph County, Michigan",60931,60850,60874
".Sanilac County, Michigan",40502,40604,40657
".Schoolcraft County, Michigan",8056,8060,8188
".Shiawassee County, Michigan",68006,67998,68022
".Tuscola County, Michigan",53310,53046,52945
".Van Buren County, Michigan",75576,75703,75692
".Washtenaw County, Michigan",371817,364998,366376
".Wayne County, Michigan",1789129,1773073,1757043
".Wexford County, Michigan",33685,33940,34196
".Aitkin County, Minnesota",15718,15945,16126
".Anoka County, Minnesota",364458,367416,368864
".Becker County, Minnesota",35194,35326,35371
".Beltrami County, Minnesota",46243,46420,46799
".Benton County, Minnesota",41357,41496,41463
".Big Stone County, Minnesota",5158,5162,5144
".Blue Earth County, Minnesota",69211,69361,69631
".Brown County, Minnesota",25903,25883,25723
".Carlton County, Minnesota",36193,36455,36708
".Carver County, Minnesota",107284,108826,110034
".Cass County, Minnesota",30142,30638,31274
".Chippewa County, Minnesota",12596,12390,12284
".Chisago County, Minnesota",56713,57544,57988
".Clay County, Minnesota",65332,65665,65929
".Clearwater County, Minnesota",8571,8574,8649
".Cook County, Minnesota",5595,5623,5708
".Cottonwood County, Minnesota",11509,11578,11356
".Crow Wing County, Minnesota",66277,67345,67948
".Dakota County, Minnesota",440393,442773,443341
".Dodge County, Minnesota",20895,20964,20981
".Douglas County, Minnesota",39089,39305,39668
".Faribault County, Minnesota",13901,13910,13926
".Fillmore County, Minnesota",21234,21303,21414
".Freeborn County, Minnesota",30902,30808,30718
".Goodhue County, Minnesota",47575,48018,48013
".Grant County, Minnesota",6094,6161,6136
".Hennepin County, Minnesota",1281568,1266736,1260121
".Houston County, Minnesota",18851,18829,18800
".Hubbard County, Minnesota",21392,21745,21960
".Isanti County, Minnesota",41385,41951,42727
".Itasca County, Minnesota",45035,45058,45205
".Jackson County, Minnesota",9992,10015,9893
".Kanabec County, Minnesota",16049,16187,16463
".Kandiyohi County, Minnesota",43726,43865,43839
".Kittson County, Minnesota",4198,4162,4059
".Koochiching County, Minnesota",12025,11944,11844
".Lac qui Parle County, Minnesota",6702,6715,6689
".Lake County, Minnesota",10918,11009,10939
".Lake of the Woods County, Minnesota",3764,3821,3871
".Le Sueur County, Minnesota",28639,28918,29153
".Lincoln County, Minnesota",5628,5563,5580
".Lyon County, Minnesota",25170,25267,25262
".McLeod County, Minnesota",36738,36807,36714
".Mahnomen County, Minnesota",5372,5387,5328
".Marshall County, Minnesota",9026,8979,8861
".Martin County, Minnesota",19982,19899,19650
".Meeker County, Minnesota",23431,23391,23496
".Mille Lacs County, Minnesota",26462,26892,27280
".Morrison County, Minnesota",33995,34071,34246
".Mower County, Minnesota",40054,40214,40140
".Murray County, Minnesota",8172,8145,8060
".Nicollet County, Minnesota",34504,34373,34441
".Nobles County, Minnesota",22207,22047,21947
".Norman County, Minnesota",6435,6442,6377
".Olmsted County, Minnesota",163028,163620,164020
".Otter Tail County, Minnesota",60072,60222,60519
".Pennington County, Minnesota",13950,13806,13845
".Pine County, Minnesota",28889,29034,29446
".Pipestone County, Minnesota",9414,9352,9355
".Polk County, Minnesota",31083,30817,30731
".Pope County, Minnesota",11326,11418,11431
".Ramsey County, Minnesota",551699,542861,536413
".Red Lake County, Minnesota",3940,3932,3874
".Redwood County, Minnesota",15408,15397,15361
".Renville County, Minnesota",14697,14628,14525
".Rice County, Minnesota",67086,67375,67693
".Rock County, Minnesota",9684,9674,9537
".Roseau County, Minnesota",15293,15260,15292
".St. Louis County, Minnesota",200064,199332,199532
".Scott County, Minnesota",151350,153408,154520
".Sherburne County, Minnesota",97580,99248,100824
".Sibley County, Minnesota",14810,14927,14955
".Stearns County, Minnesota",158467,159144,160405
".Steele County, Minnesota",37375,37409,37398
".Stevens County, Minnesota",9666,9704,9637
".Swift County, Minnesota",9804,9781,9755
".Todd County, Minnesota",25277,25307,25538
".Traverse County, Minnesota",3361,3287,3275
".Wabasha County, Minnesota",21400,21514,21658
".Wadena County, Minnesota",14119,14184,14307
".Waseca County, Minnesota",18964,18992,18893
".Washington County, Minnesota",268372,272610,275912
".Watonwan County, Minnesota",11231,11158,11075
".Wilkin County, Minnesota",6482,6410,6350
".Winona County, Minnesota",49640,49750,49478
".Wright County, Minnesota",141860,145143,148003
".Yellow Medicine County, Minnesota",9504,9446,9486
".Adams County, Mississippi",29419,28804,28408
".Alcorn County, Mississippi",34727,34429,34204
".Amite County, Mississippi",12699,12644,12619
".Attala County, Mississippi",17816,17706,17509
".Benton County, Mississippi",7661,7630,7550
".Bolivar County, Mississippi",30827,30180,29370
".Calhoun County, Mississippi",13222,12936,12781
".Carroll County, Mississippi",9930,9817,9731
".Chickasaw County, Mississippi",17078,16973,16812
".Choctaw County, Mississippi",8208,8113,8037
".Claiborne County, Mississippi",9099,8898,8805
".Clarke County, Mississippi",15546,15457,15271
".Clay County, Mississippi",18621,18500,18380
".Coahoma County, Mississippi",21230,20732,20197
".Copiah County, Mississippi",28268,27927,27719
".Covington County, Mississippi",18298,18250,18098
".DeSoto County, Mississippi",186107,189042,191723
".Forrest County, Mississippi",78185,77883,78110
".Franklin County, Mississippi",7665,7689,7642
".George County, Mississippi",24364,24793,25206
".Greene County, Mississippi",13530,13643,13552
".Grenada County, Mississippi",21572,21312,21088
".Hancock County, Mississippi",46117,46046,46094
".Harrison County, Mississippi",208811,209642,211044
".Hinds County, Mississippi",226763,222508,217730
".Holmes County, Mississippi",16879,16476,16121
".Humphreys County, Mississippi",7735,7548,7333
".Issaquena County, Mississippi",1325,1297,1273
".Itawamba County, Mississippi",23862,23866,23903
".Jackson County, Mississippi",143377,144438,144975
".Jasper County, Mississippi",16352,16265,16167
".Jefferson County, Mississippi",7249,7156,7087
".Jefferson Davis County, Mississippi",11271,11158,11088
".Jones County, Mississippi",67163,66839,66569
".Kemper County, Mississippi",8956,8781,8654
".Lafayette County, Mississippi",55907,56857,57615
".Lamar County, Mississippi",64384,65395,65783
".Lauderdale County, Mississippi",72672,71871,70904
".Lawrence County, Mississippi",11982,11774,11713
".Leake County, Mississippi",21245,21247,21135
".Lee County, Mississippi",83310,83043,82959
".Leflore County, Mississippi",28191,27398,26570
".Lincoln County, Mississippi",34822,34907,34717
".Lowndes County, Mississippi",58767,58129,57603
".Madison County, Mississippi",109251,109919,111113
".Marion County, Mississippi",24370,24271,24050
".Marshall County, Mississippi",33778,33820,34110
".Monroe County, Mississippi",34138,33913,33577
".Montgomery County, Mississippi",9796,9704,9530
".Neshoba County, Mississippi",28988,28863,28673
".Newton County, Mississippi",21255,21117,21029
".Noxubee County, Mississippi",10228,10114,9990
".Oktibbeha County, Mississippi",51698,51808,51427
".Panola County, Mississippi",33171,32919,32661
".Pearl River County, Mississippi",56198,56505,57261
".Perry County, Mississippi",11458,11490,11368
".Pike County, Mississippi",40190,39957,39644
".Pontotoc County, Mississippi",31194,31336,31389
".Prentiss County, Mississippi",24962,24921,24792
".Quitman County, Mississippi",6154,5911,5701
".Rankin County, Mississippi",157149,158183,158979
".Scott County, Mississippi",27968,27650,27707
".Sharkey County, Mississippi",3769,3648,3488
".Simpson County, Mississippi",25892,25686,25587
".Smith County, Mississippi",14194,14191,14092
".Stone County, Mississippi",18332,18589,18669
".Sunflower County, Mississippi",25853,25328,24811
".Tallahatchie County, Mississippi",12650,12302,12035
".Tate County, Mississippi",28117,28118,28296
".Tippah County, Mississippi",21732,21614,21431
".Tishomingo County, Mississippi",18843,18732,18619
".Tunica County, Mississippi",9723,9652,9458
".Union County, Mississippi",27810,28001,28125
".Walthall County, Mississippi",13868,13804,13761
".Warren County, Mississippi",44544,43450,42649
".Washington County, Mississippi",44631,43641,42514
".Wayne County, Mississippi",19803,19712,19681
".Webster County, Mississippi",9901,9981,9993
".Wilkinson County, Mississippi",8524,8288,8143
".Winston County, Mississippi",17683,17608,17543
".Yalobusha County, Mississippi",12443,12409,12364
".Yazoo County, Mississippi",26671,26432,25948
".Adair County, Missouri",25269,25179,25165
".Andrew County, Missouri",18098,18009,18003
".Atchison County, Missouri",5308,5227,5182
".Audrain County, Missouri",24798,24824,24434
".Barry County, Missouri",34541,34733,34926
".Barton County, Missouri",11608,11649,11694
".Bates County, Missouri",16045,16084,16177
".Benton County, Missouri",19424,19916,20224
".Bollinger County, Missouri",10559,10578,10518
".Boone County, Missouri",184035,186075,187690
".Buchanan County, Missouri",84460,83655,82911
".Butler County, Missouri",42059,42150,42179
".Caldwell County, Missouri",8824,8896,8933
".Callaway County, Missouri",44337,44667,44762
".Camden County, Missouri",42802,43527,43768
".Cape Girardeau County, Missouri",81811,82147,82899
".Carroll County, Missouri",8468,8403,8423
".Carter County, Missouri",5202,5339,5268
".Cass County, Missouri",108145,109751,110394
".Cedar County, Missouri",14210,14518,14601
".Chariton County, Missouri",7384,7361,7386
".Christian County, Missouri",89284,91541,93114
".Clark County, Missouri",6661,6738,6723
".Clay County, Missouri",254112,255860,257033
".Clinton County, Missouri",21210,21258,21328
".Cole County, Missouri",76614,76631,76969
".Cooper County, Missouri",16648,16672,16772
".Crawford County, Missouri",23037,22818,22659
".Dade County, Missouri",7587,7600,7660
".Dallas County, Missouri",17130,17371,17626
".Daviess County, Missouri",8425,8385,8435
".DeKalb County, Missouri",11610,11708,11336
".Dent County, Missouri",14389,14428,14467
".Douglas County, Missouri",11604,11754,11975
".Dunklin County, Missouri",28217,27751,27406
".Franklin County, Missouri",104853,105328,105879
".Gasconade County, Missouri",14760,14791,14768
".Gentry County, Missouri",6134,6169,6253
".Greene County, Missouri",299312,301118,303293
".Grundy County, Missouri",9761,9761,9838
".Harrison County, Missouri",8156,8170,8199
".Henry County, Missouri",21974,22221,22438
".Hickory County, Missouri",8301,8594,8630
".Holt County, Missouri",4184,4241,4262
".Howard County, Missouri",10151,10128,10168
".Howell County, Missouri",39793,39980,40631
".Iron County, Missouri",9514,9421,9414
".Jackson County, Missouri",717572,717616,716531
".Jasper County, Missouri",122878,123325,124075
".Jefferson County, Missouri",226927,227934,229336
".Johnson County, Missouri",54018,54170,54368
".Knox County, Missouri",3739,3787,3776
".Laclede County, Missouri",36044,36135,36313
".Lafayette County, Missouri",33062,32832,32961
".Lawrence County, Missouri",37977,38268,38683
".Lewis County, Missouri",10039,9986,9891
".Lincoln County, Missouri",59849,61654,63155
".Linn County, Missouri",11852,11843,11820
".Livingston County, Missouri",13988,14223,14402
".McDonald County, Missouri",23286,23428,23588
".Macon County, Missouri",15197,15167,15049
".Madison County, Missouri",12626,12671,12753
".Maries County, Missouri",8452,8422,8431
".Marion County, Missouri",28480,28502,28438
".Mercer County, Missouri",3513,3469,3437
".Miller County, Missouri",24770,24943,25403
".Mississippi County, Missouri",12130,12129,11688
".Moniteau County, Missouri",15213,15284,15220
".Monroe County, Missouri",8686,8720,8652
".Montgomery County, Missouri",11287,11429,11470
".Morgan County, Missouri",20990,21417,21785
".New Madrid County, Missouri",16331,16024,15695
".Newton County, Missouri",58684,59437,60011
".Nodaway County, Missouri",21000,20984,20670
".Oregon County, Missouri",8611,8639,8732
".Osage County, Missouri",13265,13409,13399
".Ozark County, Missouri",8520,8774,8940
".Pemiscot County, Missouri",15585,15225,14841
".Perry County, Missouri",18969,18956,18858
".Pettis County, Missouri",43001,43206,43353
".Phelps County, Missouri",44560,44949,45313
".Pike County, Missouri",17408,17602,17664
".Platte County, Missouri",107168,108720,110534
".Polk County, Missouri",31612,32089,32693
".Pulaski County, Missouri",54017,53850,53941
".Putnam County, Missouri",4690,4696,4666
".Ralls County, Missouri",10357,10378,10420
".Randolph County, Missouri",24454,24569,24622
".Ray County, Missouri",23129,23061,23107
".Reynolds County, Missouri",6077,6082,6006
".Ripley County, Missouri",10670,10619,10703
".St. Charles County, Missouri",406385,410511,413803
".St. Clair County, Missouri",9351,9404,9576
".Ste. Genevieve County, Missouri",18474,18571,18644
".St. Francois County, Missouri",66437,67057,66969
".St. Louis County, Missouri",1003056,998227,990414
".Saline County, Missouri",23323,23241,23007
".Schuyler County, Missouri",4010,4021,4002
".Scotland County, Missouri",4699,4679,4643
".Scott County, Missouri",38020,37856,37840
".Shannon County, Missouri",7028,7085,7193
".Shelby County, Missouri",6088,5957,5982
".Stoddard County, Missouri",28644,28482,28377
".Stone County, Missouri",31206,31605,32136
".Sullivan County, Missouri",5987,5916,5840
".Taney County, Missouri",56057,56334,56821
".Texas County, Missouri",24326,24893,25336
".Vernon County, Missouri",19669,19605,19651
".Warren County, Missouri",35740,36529,37260
".Washington County, Missouri",23416,23444,23441
".Wayne County, Missouri",10933,10907,10792
".Webster County, Missouri",39002,39580,40335
".Worth County, Missouri",1962,1969,1955
".Wright County, Missouri",18211,18640,19156
".St. Louis city, Missouri",300483,293562,286578
".Beaverhead County, Montana",9381,9532,9719
".Big Horn County, Montana",13082,12932,12851
".Blaine County, Montana",7005,6982,6936
".Broadwater County, Montana",6857,7323,7793
".Carbon County, Montana",10510,10862,11179
".Carter County, Montana",1408,1410,1382
".Cascade County, Montana",84402,84498,84864
".Chouteau County, Montana",5895,5916,5898
".Custer County, Montana",11863,11971,12032
".Daniels County, Montana",1653,1669,1628
".Dawson County, Montana",8923,8866,8830
".Deer Lodge County, Montana",9420,9506,9510
".Fallon County, Montana",3028,2984,3011
".Fergus County, Montana",11469,11609,11663
".Flathead County, Montana",104862,108725,111814
".Gallatin County, Montana",119585,123051,124857
".Garfield County, Montana",1170,1210,1218
".Glacier County, Montana",13737,13743,13681
".Golden Valley County, Montana",821,818,835
".Granite County, Montana",3308,3355,3502
".Hill County, Montana",16263,16175,16068
".Jefferson County, Montana",12140,12472,12826
".Judith Basin County, Montana",2025,2052,2105
".Lake County, Montana",31246,32075,32853
".Lewis and Clark County, Montana",71168,72503,73832
".Liberty County, Montana",1956,1934,1972
".Lincoln County, Montana",19739,20571,21525
".McCone County, Montana",1730,1711,1709
".Madison County, Montana",8660,8944,9265
".Meagher County, Montana",1922,1960,2013
".Mineral County, Montana",4565,4868,5058
".Missoula County, Montana",118337,119806,121041
".Musselshell County, Montana",4745,4912,5197
".Park County, Montana",17224,17531,17790
".Petroleum County, Montana",500,522,524
".Phillips County, Montana",4208,4216,4240
".Pondera County, Montana",5879,6018,6078
".Powder River County, Montana",1693,1707,1725
".Powell County, Montana",6941,7012,7051
".Prairie County, Montana",1093,1101,1107
".Ravalli County, Montana",44409,46125,47298
".Richland County, Montana",11531,11342,11237
".Roosevelt County, Montana",10794,10808,10572
".Rosebud County, Montana",8305,8077,8088
".Sanders County, Montana",12463,12975,13442
".Sheridan County, Montana",3536,3569,3564
".Silver Bow County, Montana",35201,35554,36068
".Stillwater County, Montana",8997,9026,9177
".Sweet Grass County, Montana",3670,3705,3715
".Teton County, Montana",6256,6282,6368
".Toole County, Montana",4970,5010,5082
".Treasure County, Montana",758,769,758
".Valley County, Montana",7556,7556,7513
".Wheatland County, Montana",2083,2045,2032
".Wibaux County, Montana",937,935,919
".Yellowstone County, Montana",165196,167397,169852
".Adams County, Nebraska",31177,30990,30970
".Antelope County, Nebraska",6278,6292,6293
".Arthur County, Nebraska",432,441,433
".Banner County, Nebraska",677,689,660
".Blaine County, Nebraska",431,461,453
".Boone County, Nebraska",5359,5400,5385
".Box Butte County, Nebraska",10826,10647,10672
".Boyd County, Nebraska",1805,1786,1741
".Brown County, Nebraska",2902,2912,2872
".Buffalo County, Nebraska",50195,50310,50586
".Burt County, Nebraska",6721,6706,6755
".Butler County, Nebraska",8345,8425,8427
".Cass County, Nebraska",26601,27071,27122
".Cedar County, Nebraska",8372,8325,8371
".Chase County, Nebraska",3887,3829,3772
".Cherry County, Nebraska",5454,5447,5464
".Cheyenne County, Nebraska",9486,9502,9511
".Clay County, Nebraska",6105,6047,6049
".Colfax County, Nebraska",10557,10474,10444
".Cuming County, Nebraska",9008,8972,8929
".Custer County, Nebraska",10493,10476,10476
".Dakota County, Nebraska",21552,21256,21042
".Dawes County, Nebraska",8150,8131,8241
".Dawson County, Nebraska",24086,23934,23884
".Deuel County, Nebraska",1831,1857,1902
".Dixon County, Nebraska",5582,5546,5464
".Dodge County, Nebraska",37110,37120,36997
".Douglas County, Nebraska",585386,585467,586327
".Dundy County, Nebraska",1654,1630,1590
".Fillmore County, Nebraska",5572,5555,5553
".Franklin County, Nebraska",2890,2891,2873
".Frontier County, Nebraska",2504,2555,2633
".Furnas County, Nebraska",4626,4611,4575
".Gage County, Nebraska",21653,21611,21583
".Garden County, Nebraska",1886,1833,1837
".Garfield County, Nebraska",1807,1832,1801
".Gosper County, Nebraska",1895,1819,1808
".Grant County, Nebraska",615,577,576
".Greeley County, Nebraska",2175,2184,2227
".Hall County, Nebraska",62760,62092,62097
".Hamilton County, Nebraska",9404,9382,9429
".Harlan County, Nebraska",3057,3097,3054
".Hayes County, Nebraska",853,841,849
".Hitchcock County, Nebraska",2622,2594,2598
".Holt County, Nebraska",10113,10081,10043
".Hooker County, Nebraska",706,731,686
".Howard County, Nebraska",6484,6519,6515
".Jefferson County, Nebraska",7259,7160,7154
".Johnson County, Nebraska",5292,5335,5287
".Kearney County, Nebraska",6681,6662,6690
".Keith County, Nebraska",8325,8298,8269
".Keya Paha County, Nebraska",759,787,787
".Kimball County, Nebraska",3411,3405,3315
".Knox County, Nebraska",8396,8436,8336
".Lancaster County, Nebraska",323144,323420,324756
".Lincoln County, Nebraska",34534,34078,33685
".Logan County, Nebraska",715,684,675
".Loup County, Nebraska",603,598,599
".McPherson County, Nebraska",397,382,372
".Madison County, Nebraska",35521,35360,35368
".Merrick County, Nebraska",7655,7670,7721
".Morrill County, Nebraska",4553,4573,4527
".Nance County, Nebraska",3390,3380,3326
".Nemaha County, Nebraska",7085,7000,7035
".Nuckolls County, Nebraska",4090,4063,4041
".Otoe County, Nebraska",15897,16008,16198
".Pawnee County, Nebraska",2536,2540,2528
".Perkins County, Nebraska",2863,2822,2829
".Phelps County, Nebraska",8972,8933,8988
".Pierce County, Nebraska",7340,7316,7332
".Platte County, Nebraska",34283,34282,34296
".Polk County, Nebraska",5212,5159,5166
".Red Willow County, Nebraska",10686,10639,10573
".Richardson County, Nebraska",7860,7783,7705
".Rock County, Nebraska",1266,1271,1245
".Saline County, Nebraska",14242,14052,14116
".Sarpy County, Nebraska",191157,193798,196553
".Saunders County, Nebraska",22372,22798,23118
".Scotts Bluff County, Nebraska",36036,35828,35603
".Seward County, Nebraska",17614,17584,17692
".Sheridan County, Nebraska",5104,5086,4996
".Sherman County, Nebraska",2956,2953,2980
".Sioux County, Nebraska",1144,1151,1127
".Stanton County, Nebraska",5822,5797,5717
".Thayer County, Nebraska",5019,4906,4885
".Thomas County, Nebraska",670,676,671
".Thurston County, Nebraska",6752,6595,6507
".Valley County, Nebraska",4055,4074,4073
".Washington County, Nebraska",20928,20993,21167
".Wayne County, Nebraska",9694,9843,9871
".Webster County, Nebraska",3390,3393,3336
".Wheeler County, Nebraska",775,787,785
".York County, Nebraska",14103,14248,14354
".Churchill County, Nevada",25568,25671,25843
".Clark County, Nevada",2274734,2295194,2322985
".Douglas County, Nevada",49522,49969,49628
".Elko County, Nevada",53670,53811,54046
".Esmeralda County, Nevada",732,733,744
".Eureka County, Nevada",1853,1909,1863
".Humboldt County, Nevada",17276,17591,17272
".Lander County, Nevada",5726,5762,5766
".Lincoln County, Nevada",4448,4433,4482
".Lyon County, Nevada",59466,60927,61585
".Mineral County, Nevada",4557,4615,4525
".Nye County, Nevada",51960,53277,54738
".Pershing County, Nevada",6622,6442,6462
".Storey County, Nevada",4106,4145,4170
".Washoe County, Nevada",487674,494281,496745
".White Pine County, Nevada",9051,8846,8788
".Carson City, Nevada",58683,58796,58130
".Belknap County, New Hampshire",63775,64612,64781
".Carroll County, New Hampshire",50235,51725,52199
".Cheshire County, New Hampshire",76541,76821,77350
".Coos County, New Hampshire",31227,31411,31504
".Grafton County, New Hampshire",91177,90474,91126
".Hillsborough County, New Hampshire",422883,424496,426594
".Merrimack County, New Hampshire",154022,154591,156020
".Rockingham County, New Hampshire",314603,318214,319424
".Strafford County, New Hampshire",131055,131534,132275
".Sullivan County, New Hampshire",43069,43627,43958
".Atlantic County, New Jersey",274172,275130,275638
".Bergen County, New Jersey",953617,954879,952997
".Burlington County, New Jersey",461648,464411,466103
".Camden County, New Jersey",523074,524124,524907
".Cape May County, New Jersey",95040,95768,95634
".Cumberland County, New Jersey",153692,152089,151356
".Essex County, New Jersey",859924,854121,849477
".Gloucester County, New Jersey",302554,304620,306601
".Hudson County, New Jersey",721832,703447,703366
".Hunterdon County, New Jersey",128786,129668,129777
".Mercer County, New Jersey",386441,382116,380688
".Middlesex County, New Jersey",861314,862328,861418
".Monmouth County, New Jersey",642771,646392,644098
".Morris County, New Jersey",508384,510444,511151
".Ocean County, New Jersey",638422,649741,655735
".Passaic County, New Jersey",523406,518345,513936
".Salem County, New Jersey",64842,65058,65117
".Somerset County, New Jersey",344725,346331,346875
".Sussex County, New Jersey",143915,145645,146084
".Union County, New Jersey",573617,572810,569815
".Warren County, New Jersey",109513,110494,110926
".Bernalillo County, New Mexico",676803,674980,672508
".Catron County, New Mexico",3611,3726,3827
".Chaves County, New Mexico",65148,64644,63894
".Cibola County, New Mexico",27102,27238,26950
".Colfax County, New Mexico",12353,12356,12246
".Curry County, New Mexico",48370,47960,47532
".De Baca County, New Mexico",1683,1679,1693
".Doña Ana County, New Mexico",220047,221655,223337
".Eddy County, New Mexico",62329,60899,60400
".Grant County, New Mexico",28203,27892,27686
".Guadalupe County, New Mexico",4440,4432,4310
".Harding County, New Mexico",655,636,628
".Hidalgo County, New Mexico",4166,4090,4003
".Lea County, New Mexico",74635,73103,72452
".Lincoln County, New Mexico",20313,20421,20411
".Los Alamos County, New Mexico",19415,19340,19187
".Luna County, New Mexico",25447,25486,25749
".McKinley County, New Mexico",72578,71484,69830
".Mora County, New Mexico",4192,4203,4169
".Otero County, New Mexico",67873,68538,68823
".Quay County, New Mexico",8712,8624,8546
".Rio Arriba County, New Mexico",40269,40249,40048
".Roosevelt County, New Mexico",19157,19017,18934
".Sandoval County, New Mexico",149276,151439,153501
".San Juan County, New Mexico",121368,120866,120418
".San Miguel County, New Mexico",27129,27167,26953
".Santa Fe County, New Mexico",155041,155404,155664
".Sierra County, New Mexico",11563,11498,11436
".Socorro County, New Mexico",16558,16303,16115
".Taos County, New Mexico",34459,34700,34580
".Torrance County, New Mexico",15054,15318,15454
".Union County, New Mexico",4072,4097,3980
".Valencia County, New Mexico",76369,77233,78080
".Albany County, New York",313987,316301,315811
".Allegany County, New York",47320,46921,46694
".Bronx County, New York",1461125,1421089,1379946
".Broome County, New York",198126,198703,197117
".Cattaraugus County, New York",76992,76650,76439
".Cayuga County, New York",76198,75791,74998
".Chautauqua County, New York",127578,126785,126027
".Chemung County, New York",83945,82830,81426
".Chenango County, New York",47067,46637,46458
".Clinton County, New York",79761,79996,78753
".Columbia County, New York",61403,62039,61286
".Cortland County, New York",46750,46489,46126
".Delaware County, New York",44221,44753,44740
".Dutchess County, New York",295398,298039,297545
".Erie County, New York",952598,954350,950312
".Essex County, New York",37326,37292,36910
".Franklin County, New York",47565,47040,46373
".Fulton County, New York",53132,53055,52669
".Genesee County, New York",58313,57988,57535
".Greene County, New York",47912,48493,48061
".Hamilton County, New York",5073,5114,5118
".Herkimer County, New York",60024,60082,59822
".Jefferson County, New York",116273,117680,116637
".Kings County, New York",2719044,2637486,2590516
".Lewis County, New York",26551,26745,26699
".Livingston County, New York",61728,61629,61516
".Madison County, New York",67927,67397,67097
".Monroe County, New York",757790,756547,752035
".Montgomery County, New York",49485,49611,49623
".Nassau County, New York",1390559,1391112,1383726
".New York County, New York",1677306,1578801,1596273
".Niagara County, New York",212125,211891,210880
".Oneida County, New York",231575,229942,228846
".Onondaga County, New York",474316,472094,468249
".Ontario County, New York",112327,112660,112707
".Orange County, New York",401088,404997,405941
".Orleans County, New York",40225,39711,39318
".Oswego County, New York",117440,118124,118287
".Otsego County, New York",58377,60758,60636
".Putnam County, New York",97632,98176,98045
".Queens County, New York",2388586,2328141,2278029
".Rensselaer County, New York",160900,160740,159853
".Richmond County, New York",494586,493484,491133
".Rockland County, New York",337394,339256,339022
".St. Lawrence County, New York",108554,108410,107733
".Saratoga County, New York",235794,237962,238797
".Schenectady County, New York",159315,160214,160093
".Schoharie County, New York",29752,30152,30063
".Schuyler County, New York",17863,17800,17650
".Seneca County, New York",33747,33576,32882
".Steuben County, New York",93314,93105,92599
".Suffolk County, New York",1521950,1533118,1525465
".Sullivan County, New York",78605,79694,79658
".Tioga County, New York",48352,48087,47772
".Tompkins County, New York",99784,106044,104777
".Ulster County, New York",181627,183704,182319
".Warren County, New York",65618,65773,65599
".Washington County, New York",61202,60975,60841
".Wayne County, New York",91193,91201,91125
".Westchester County, New York",1001431,999607,990427
".Wyoming County, New York",40427,40017,39666
".Yates County, New York",24720,24634,24451
".Alamance County, North Carolina",171954,173876,176353
".Alexander County, North Carolina",36482,36467,36512
".Alleghany County, North Carolina",10897,11066,11185
".Anson County, North Carolina",22033,22254,22202
".Ashe County, North Carolina",26580,26764,27110
".Avery County, North Carolina",17848,17502,17571
".Beaufort County, North Carolina",44690,44438,44272
".Bertie County, North Carolina",17862,17425,17240
".Bladen County, North Carolina",29629,29565,29446
".Brunswick County, North Carolina",138157,144814,153064
".Buncombe County, North Carolina",269694,271719,273589
".Burke County, North Carolina",87577,87634,87881
".Cabarrus County, North Carolina",227214,231726,235797
".Caldwell County, North Carolina",80632,80561,80492
".Camden County, North Carolina",10407,10816,11088
".Carteret County, North Carolina",67724,68718,69380
".Caswell County, North Carolina",22699,22701,22614
".Catawba County, North Carolina",160892,161821,163462
".Chatham County, North Carolina",76670,78111,79864
".Cherokee County, North Carolina",28858,29195,29512
".Chowan County, North Carolina",13701,13791,13940
".Clay County, North Carolina",11142,11350,11614
".Cleveland County, North Carolina",99799,100318,100670
".Columbus County, North Carolina",50487,49953,49885
".Craven County, North Carolina",100646,100277,100874
".Cumberland County, North Carolina",334391,337249,336699
".Currituck County, North Carolina",28401,29714,31015
".Dare County, North Carolina",37032,37889,37956
".Davidson County, North Carolina",169196,170794,172586
".Davie County, North Carolina",42895,43614,44090
".Duplin County, North Carolina",48657,48606,48990
".Durham County, North Carolina",325561,329699,332680
".Edgecombe County, North Carolina",48777,48370,48301
".Forsyth County, North Carolina",383166,386172,389157
".Franklin County, North Carolina",69115,71798,74539
".Gaston County, North Carolina",228514,231337,234215
".Gates County, North Carolina",10448,10403,10383
".Graham County, North Carolina",8035,8008,7980
".Granville County, North Carolina",61060,61408,61903
".Greene County, North Carolina",20440,20261,20211
".Guilford County, North Carolina",539498,542756,546101
".Halifax County, North Carolina",48521,48377,47848
".Harnett County, North Carolina",133779,135669,138832
".Haywood County, North Carolina",62223,62504,62609
".Henderson County, North Carolina",116541,116988,118106
".Hertford County, North Carolina",21470,21172,20875
".Hoke County, North Carolina",52240,53235,53787
".Hyde County, North Carolina",4551,4625,4576
".Iredell County, North Carolina",187683,192227,195897
".Jackson County, North Carolina",42231,42520,42955
".Johnston County, North Carolina",217787,227313,234778
".Jones County, North Carolina",9147,9217,9233
".Lee County, North Carolina",63428,64097,65476
".Lenoir County, North Carolina",55050,54693,54633
".Lincoln County, North Carolina",87206,89870,93095
".McDowell County, North Carolina",44580,44586,44753
".Macon County, North Carolina",37092,37488,38065
".Madison County, North Carolina",21228,21645,21768
".Martin County, North Carolina",21953,21742,21508
".Mecklenburg County, North Carolina",1116788,1125809,1145392
".Mitchell County, North Carolina",14906,14982,15094
