node_code,node_name,center_1_code,center_1_name,center_2_code,center_2_name,center_3_code,center_3_name,center_4_code,center_4_name,center_5_code,center_5_name,center_6_code,center_6_name,center_7_code,center_7_name,center_8_code,center_8_name,center_9_code,center_9_name,center_10_code,center_10_name,center_11_code,center_11_name,center_12_code,center_12_name,center_13_code,center_13_name,center_14_code,center_14_name,center_15_code,center_15_name,center_16_code,center_16_name,center_17_code,center_17_name,center_18_code,center_18_name,center_19_code,center_19_name,center_20_code,center_20_name
001053,Cantalupa,001053,Cantalupa,001053,Cantalupa,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001191,Pinerolo,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001054,Cantoira,001054,Cantoira,001054,Cantoira,001054,Cantoira,001054,Cantoira,001054,Cantoira,001054,Cantoira,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001055,Caprie,001055,Caprie,001055,Caprie,001093,Condove,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001056,Caravino,001056,Caravino,001056,Caravino,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001057,Carema,,,,,007052,Pont-Saint-Martin,007052,Pont-Saint-Martin,007052,Pont-Saint-Martin,007003,Aosta,007003,Aosta,007003,Aosta,007003,Aosta,007003,Aosta,007003,Aosta,007003,Aosta,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001058,Carignano,001058,Carignano,001058,Carignano,001058,Carignano,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001059,Carmagnola,001059,Carmagnola,001059,Carmagnola,001059,Carmagnola,001059,Carmagnola,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001060,Casalborgone,001060,Casalborgone,001060,Casalborgone,001060,Casalborgone,001060,Casalborgone,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001061,Cascinette d'Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001125,Ivrea,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
001062,Caselette,001062,Caselette,001062,Caselette,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,001272,Torino,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano,015146,Milano
